sentence,label
کسی یک دکتر مرد برای دیابت در همدان می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,O,O,O"
یک دکتر مرد خوب برای کودکان در تهران یا سنندج سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
من به یک دکتر برای درمان چشم نیاز دارم .,"O,O,O,O,O,O,O,O,O,O"
دنبال دکتر خوبی برای افسردگی می گردم .,"O,O,O,O,O,O,O,O"
لطفاً یک متخصص پوست معرفی کنید .,"O,O,O,O,O,O,O"
بهترین دکتر مرد برای کودکان در ارومیه کیه ؟,"O,O,B-gen,O,O,O,B-cit,O,O"
به نظر شما دکتر خانم برای کودکان در اهواز بهتر است یا مشهد ؟,"O,O,O,O,B-gen,O,O,O,B-cit,O,O,O,B-cit,O"
آیا می توانید یک دکتر برای دیابت معرفی کنید ؟,"O,O,O,O,O,O,O,O,O,O"
یک دکتر برای دیابت در ارومیه معرفی می کنید ؟,"O,O,O,O,O,B-cit,O,O,O,O"
لطفاً یک دکتر مرد برای درمان کودکان در اراک معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,O,O"
لطفاً یک متخصص گوش و حلق و بینی معرفی کنید .,"O,O,O,O,O,O,O,O,O,O,O"
بهترین دکتر برای گوش و حلق و بینی در ارومیه کیه ؟,"O,O,O,O,O,O,O,O,O,B-cit,O,O"
لطفاً یک دکتر مرد برای درمان چشم در یزد معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,O,O"
کسی می تونه یک دکتر زن برای مشکلات قلبی در ارومیه معرفی کنه ؟,"O,O,O,O,O,B-gen,O,O,O,O,B-cit,O,O,O"
کسی یک دکتر زن برای پوست در خرم آباد می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,I-cit,O,O,O"
آیا دکتری خانم در اراک برای افسردگی می شناسید ؟,"O,O,B-gen,O,B-cit,O,O,O,O,O"
کسی یک دکتر مرد برای روماتیسم در خرم آباد می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,I-cit,O,O,O"
لطفاً یک دکتر خانم برای درمان گوارش در سنندج یا همدان معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
یک دکتر مرد خوب برای اعصاب در ارومیه یا اردبیل سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
بهترین دکتر مرد در ارومیه برای چشم چه کسی است ?,"O,O,B-gen,O,B-cit,O,O,O,O,O,O"
کسی متخصص چشم در مشهد رو می شناسه ؟,"O,O,O,O,B-cit,O,O,O,O"
کسی متخصص روانپزشکی در بوشهر رو می شناسه ؟,"O,O,O,O,B-cit,O,O,O,O"
من دنبال یک دکتر زن برای زنان در رشت یا خرم آباد می گردم .,"O,O,O,O,B-gen,O,B-gen,O,B-cit,O,B-cit,I-cit,O,O,O"
آیا دکتری مرد در اراک برای آسم می شناسید ؟,"O,O,B-gen,O,B-cit,O,O,O,O,O"
به نظر شما دکتر خانم برای روانپزشکی در شیراز بهتر است یا رشت ؟,"O,O,O,O,B-gen,O,O,O,B-cit,O,O,O,B-cit,O"
به یک دکتر خانم در قم برای درمان آسم نیاز دارم .,"O,O,O,B-gen,O,B-cit,O,O,O,O,O,O"
دنبال یک دکتر خانم متخصص پوست در ساری هستم .,"O,O,O,B-gen,O,O,O,B-cit,O,O"
کسی یک دکتر خانم برای آسم در مشهد می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,O,O,O"
یک دکتر برای روماتیسم در اراک معرفی می کنید ؟,"O,O,O,O,O,B-cit,O,O,O,O"
بهترین دکتر برای گوارش در تهران کیه ؟,"O,O,O,O,O,B-cit,O,O"
کسی دکتری برای دیابت در بوشهر می شناسه ؟,"O,O,O,O,O,B-cit,O,O,O"
آیا می توانید یک دکتر برای روماتیسم معرفی کنید ؟,"O,O,O,O,O,O,O,O,O,O"
کسی یک دکتر مرد برای مشکلات قلبی در تهران می شناسه ؟,"O,O,O,B-gen,O,O,O,O,B-cit,O,O,O"
یک دکتر خانم خوب برای افسردگی در بوشهر سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,O,O"
دنبال یک دکتر خانم متخصص گوش و حلق و بینی در رشت هستم .,"O,O,O,B-gen,O,O,O,O,O,O,O,B-cit,O,O"
یک دکتر زن خوب برای روانپزشکی در یزد سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,O,O"
بهترین دکتر برای کودکان در قم کیه ؟,"O,O,O,O,O,B-cit,O,O"
من دنبال یک دکتر خانم برای آسم در کرمانشاه یا یزد می گردم .,"O,O,O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O,O"
به یک دکتر خوب برای دیابت نیاز دارم .,"O,O,O,O,O,O,O,O,O"
من به یک دکتر برای درمان روماتیسم نیاز دارم .,"O,O,O,O,O,O,O,O,O,O"
یک متخصص برای روماتیسم در مشهد سراغ دارید ؟,"O,O,O,O,O,B-cit,O,O,O"
یک دکتر مرد خوب برای اعصاب در اردبیل یا اهواز سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
آیا دکتری مرد در یزد برای گوارش می شناسید ؟,"O,O,B-gen,O,B-cit,O,O,O,O,O"
آیا دکتری خانم در همدان برای کودکان می شناسید ؟,"O,O,B-gen,O,B-cit,O,O,O,O,O"
لطفاً یک دکتر خانم برای درمان کودکان در قم یا تهران معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
یک دکتر مرد خوب برای کودکان در زنجان یا تهران سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
یک دکتر خانم خوب برای مشکلات قلبی در شیراز یا سنندج سراغ دارید ؟,"O,O,B-gen,O,O,O,O,O,B-cit,O,B-cit,O,O,O"
یک متخصص برای مشکلات قلبی در زنجان سراغ دارید ؟,"O,O,O,O,O,O,B-cit,O,O,O"
کسی یک دکتر مرد برای پوست در تبریز می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,O,O,O"
به یک دکتر مرد در قم برای درمان ارتوپد نیاز دارم .,"O,O,O,B-gen,O,B-cit,O,O,O,O,O,O"
دنبال دکتر خوبی برای دیابت می گردم .,"O,O,O,O,O,O,O,O"
آیا می توانید یک دکتر برای گوش و حلق و بینی معرفی کنید ؟,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
بهترین دکتر مرد برای ارتوپد در کرج یا ساری کیه ؟,"O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O"
من دنبال یک دکتر زن برای آسم در مشهد یا اردبیل می گردم .,"O,O,O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O,O"
آیا می توانید یک دکتر برای روماتیسم معرفی کنید ؟,"O,O,O,O,O,O,O,O,O,O"
آیا می توانید یک دکتر برای گوارش معرفی کنید ؟,"O,O,O,O,O,O,O,O,O,O"
بهترین دکتر خانم برای افسردگی در اراک یا مشهد کیه ؟,"O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O"
کسی می تونه یک دکتر زن برای چشم در اراک معرفی کنه ؟,"O,O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
یک دکتر خانم خوب برای روماتیسم در ساری سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,O,O"
به نظر شما دکتر زن برای مشکلات قلبی در قم بهتر است یا شیراز ؟,"O,O,O,O,B-gen,O,O,O,O,B-cit,O,O,O,B-cit,O"
یک دکتر خانم خوب برای روماتیسم در کرمانشاه یا اردبیل سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
کسی دکتری برای سرطان در شیراز می شناسه ؟,"O,O,O,O,O,B-cit,O,O,O"
یک دکتر مرد خوب برای ارتوپد در یزد سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,O,O"
کسی یک دکتر زن برای افسردگی در زنجان یا مشهد می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O,O"
من دنبال یک دکتر مرد برای گوش و حلق و بینی در اصفهان می گردم .,"O,O,O,O,B-gen,O,O,O,O,O,O,O,B-cit,O,O,O"
یک متخصص برای کودکان در رشت سراغ دارید ؟,"O,O,O,O,O,B-cit,O,O,O"
به یک دکتر خوب برای چشم نیاز دارم .,"O,O,O,O,O,O,O,O,O"
بهترین دکتر زن برای ارتوپد در تهران یا کرج کیه ؟,"O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O"
لطفاً یک متخصص گوارش معرفی کنید .,"O,O,O,O,O,O,O"
لطفاً یک دکتر مرد برای درمان اعصاب در ارومیه یا سنندج معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
کسی یک دکتر خانم برای روانپزشکی در کرج می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,O,O,O"
کسی می تونه یک دکتر مرد برای ارتوپد در رشت معرفی کنه ؟,"O,O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
کسی یک دکتر زن برای زنان در تبریز می شناسه ؟,"O,O,O,B-gen,O,B-gen,O,B-cit,O,O,O"
بهترین دکتر خانم برای سرطان در اراک کیه ؟,"O,O,B-gen,O,O,O,B-cit,O,O"
بهترین دکتر مرد برای سرطان در کرج یا شیراز کیه ؟,"O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O"
کسی دکتری برای پوست در ساری می شناسه ؟,"O,O,O,O,O,B-cit,O,O,O"
یک دکتر مرد خوب برای اعصاب در تهران سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,O,O"
دنبال دکتر خوبی برای روانپزشکی می گردم .,"O,O,O,O,O,O,O,O"
بهترین دکتر زن در مشهد برای افسردگی چه کسی است ?,"O,O,B-gen,O,B-cit,O,O,O,O,O,O"
بهترین دکتر برای اعصاب در همدان کیه ؟,"O,O,O,O,O,B-cit,O,O"
کسی دکتری برای کودکان در ارومیه می شناسه ؟,"O,O,O,O,O,B-cit,O,O,O"
من دنبال یک دکتر زن برای گوش و حلق و بینی در اردبیل یا رشت می گردم .,"O,O,O,O,B-gen,O,O,O,O,O,O,O,B-cit,O,B-cit,O,O,O"
به یک دکتر خانم در مشهد برای درمان افسردگی نیاز دارم .,"O,O,O,B-gen,O,B-cit,O,O,O,O,O,O"
به یک دکتر زن در تبریز برای درمان مشکلات قلبی نیاز دارم .,"O,O,O,B-gen,O,B-cit,O,O,O,O,O,O,O"
آیا دکتری زن در قم برای گوارش می شناسید ؟,"O,O,B-gen,O,B-cit,O,O,O,O,O"
یک دکتر زن خوب برای سرطان در اراک سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,O,O"
به یک دکتر مرد در اردبیل برای درمان اعصاب نیاز دارم .,"O,O,O,B-gen,O,B-cit,O,O,O,O,O,O"
بهترین دکتر برای چشم در یزد کیه ؟,"O,O,O,O,O,B-cit,O,O"
دنبال دکتر خوبی برای دیابت می گردم .,"O,O,O,O,O,O,O,O"
بهترین دکتر مرد برای چشم در مشهد کیه ؟,"O,O,B-gen,O,O,O,B-cit,O,O"
لطفاً یک متخصص گوارش معرفی کنید .,"O,O,O,O,O,O,O"
به یک دکتر خوب برای مشکلات قلبی نیاز دارم .,"O,O,O,O,O,O,O,O,O,O"
کسی یک دکتر خانم برای مشکلات قلبی در مشهد می شناسه ؟,"O,O,O,B-gen,O,O,O,O,B-cit,O,O,O"
یک متخصص برای روماتیسم در اراک سراغ دارید ؟,"O,O,O,O,O,B-cit,O,O,O"
کسی یک دکتر زن برای پوست در بوشهر می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,O,O,O"
کسی دکتری برای زنان در کرمانشاه می شناسه ؟,"O,O,O,B-gen,O,B-cit,O,O,O"
لطفاً یک دکتر زن برای درمان سرطان در اردبیل معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,O,O"
من دنبال یک دکتر زن برای ارتوپد در ساری می گردم .,"O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
به یک دکتر خانم در همدان برای درمان گوارش نیاز دارم .,"O,O,O,B-gen,O,B-cit,O,O,O,O,O,O"
کسی دکتری برای سرطان در سنندج می شناسه ؟,"O,O,O,O,O,B-cit,O,O,O"
به نظر شما دکتر زن برای روماتیسم در اهواز بهتر است یا شیراز ؟,"O,O,O,O,B-gen,O,O,O,B-cit,O,O,O,B-cit,O"
کسی یک دکتر مرد برای روانپزشکی در ساری می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,O,O,O"
آیا می توانید یک دکتر برای روانپزشکی معرفی کنید ؟,"O,O,O,O,O,O,O,O,O,O"
لطفاً یک دکتر خانم برای درمان اعصاب در اهواز یا تهران معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
بهترین دکتر برای افسردگی در ساری کیه ؟,"O,O,O,O,O,B-cit,O,O"
آیا می توانید یک دکتر برای ارتوپد معرفی کنید ؟,"O,O,O,O,O,O,O,O,O,O"
دنبال یک دکتر خانم متخصص روانپزشکی در اصفهان هستم .,"O,O,O,B-gen,O,O,O,B-cit,O,O"
یک دکتر زن خوب برای گوارش در ارومیه سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,O,O"
دنبال دکتر خوبی برای گوارش می گردم .,"O,O,O,O,O,O,O,O"
لطفاً یک دکتر مرد برای درمان دیابت در ساری یا اصفهان معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
کسی یک دکتر مرد برای زنان در زنجان یا خرم آباد می شناسه ؟,"O,O,O,B-gen,O,B-gen,O,B-cit,O,B-cit,I-cit,O,O,O"
من دنبال یک دکتر مرد برای چشم در زنجان یا اردبیل می گردم .,"O,O,O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O,O"
لطفاً یک دکتر زن برای درمان روانپزشکی در کرج یا تبریز معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
لطفاً یک دکتر مرد برای درمان سرطان در یزد یا مشهد معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
به نظر شما دکتر خانم برای سرطان در همدان بهتر است یا بوشهر ؟,"O,O,O,O,B-gen,O,O,O,B-cit,O,O,O,B-cit,O"
بهترین دکتر زن در مشهد برای پوست چه کسی است ?,"O,O,B-gen,O,B-cit,O,O,O,O,O,O"
کسی یک دکتر خانم برای اعصاب در تهران یا کرج می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O,O"
به یک دکتر زن در شیراز برای درمان کودکان نیاز دارم .,"O,O,O,B-gen,O,B-cit,O,O,O,O,O,O"
به نظر شما دکتر زن برای افسردگی در اردبیل بهتر است یا ارومیه ؟,"O,O,O,O,B-gen,O,O,O,B-cit,O,O,O,B-cit,O"
کسی می تونه یک دکتر مرد برای سرطان در ساری معرفی کنه ؟,"O,O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
من به یک دکتر برای درمان کودکان نیاز دارم .,"O,O,O,O,O,O,O,O,O,O"
بهترین دکتر خانم برای زنان در شیراز یا قم کیه ؟,"O,O,B-gen,O,B-gen,O,B-cit,O,B-cit,O,O"
یک دکتر زن خوب برای روانپزشکی در سنندج سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,O,O"
یک متخصص برای سرطان در ساری سراغ دارید ؟,"O,O,O,O,O,B-cit,O,O,O"
بهترین دکتر برای ارتوپد در سنندج کیه ؟,"O,O,O,O,O,B-cit,O,O"
لطفاً یک متخصص دیابت معرفی کنید .,"O,O,O,O,O,O,O"
یک متخصص برای چشم در خرم آباد سراغ دارید ؟,"O,O,O,O,O,B-cit,I-cit,O,O,O"
بهترین دکتر زن برای پوست در رشت یا کرج کیه ؟,"O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O"
کسی متخصص ارتوپد در همدان رو می شناسه ؟,"O,O,O,O,B-cit,O,O,O,O"
لطفاً یک دکتر زن برای درمان گوارش در قم یا زنجان معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
لطفاً یک دکتر خانم برای درمان افسردگی در کرمانشاه یا اصفهان معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
به نظر شما دکتر خانم برای گوارش در بوشهر بهتر است یا اراک ؟,"O,O,O,O,B-gen,O,O,O,B-cit,O,O,O,B-cit,O"
یک دکتر زن خوب برای اعصاب در خرم آباد سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,I-cit,O,O,O"
لطفاً یک متخصص سرطان معرفی کنید .,"O,O,O,O,O,O,O"
یک دکتر برای دیابت در ارومیه معرفی می کنید ؟,"O,O,O,O,O,B-cit,O,O,O,O"
کسی متخصص پوست در کرج رو می شناسه ؟,"O,O,O,O,B-cit,O,O,O,O"
آیا دکتری خانم در اصفهان برای گوارش می شناسید ؟,"O,O,B-gen,O,B-cit,O,O,O,O,O"
به یک دکتر خوب برای روانپزشکی نیاز دارم .,"O,O,O,O,O,O,O,O,O"
یک دکتر برای ارتوپد در رشت معرفی می کنید ؟,"O,O,O,O,O,B-cit,O,O,O,O"
یک دکتر برای گوارش در بوشهر معرفی می کنید ؟,"O,O,O,O,O,B-cit,O,O,O,O"
یک دکتر خانم خوب برای کودکان در کرمانشاه سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,O,O"
من دنبال یک دکتر خانم برای پوست در سنندج می گردم .,"O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
لطفاً یک متخصص آسم معرفی کنید .,"O,O,O,O,O,O,O"
لطفاً یک دکتر زن برای درمان گوارش در بوشهر یا ارومیه معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
کسی دکتری برای روانپزشکی در کرج می شناسه ؟,"O,O,O,O,O,B-cit,O,O,O"
یک دکتر برای روماتیسم در اهواز معرفی می کنید ؟,"O,O,O,O,O,B-cit,O,O,O,O"
بهترین دکتر خانم برای مشکلات قلبی در بوشهر یا زنجان کیه ؟,"O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O"
یک دکتر برای مشکلات قلبی در تهران معرفی می کنید ؟,"O,O,O,O,O,O,B-cit,O,O,O,O"
کسی یک دکتر خانم برای افسردگی در اردبیل می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,O,O,O"
من به یک دکتر برای درمان کودکان نیاز دارم .,"O,O,O,O,O,O,O,O,O,O"
لطفاً یک متخصص افسردگی معرفی کنید .,"O,O,O,O,O,O,O"
لطفاً یک دکتر زن برای درمان کودکان در شیراز معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,O,O"
یک متخصص برای ارتوپد در قم سراغ دارید ؟,"O,O,O,O,O,B-cit,O,O,O"
بهترین دکتر برای ارتوپد در رشت کیه ؟,"O,O,O,O,O,B-cit,O,O"
بهترین دکتر خانم برای سرطان در همدان یا اهواز کیه ؟,"O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O"
دنبال یک دکتر زن متخصص چشم در سنندج هستم .,"O,O,O,B-gen,O,O,O,B-cit,O,O"
به یک دکتر زن در همدان برای درمان روماتیسم نیاز دارم .,"O,O,O,B-gen,O,B-cit,O,O,O,O,O,O"
یک دکتر برای پوست در کرج معرفی می کنید ؟,"O,O,O,O,O,B-cit,O,O,O,O"
بهترین دکتر زن در اهواز برای زنان چه کسی است ?,"O,O,B-gen,O,B-cit,O,B-gen,O,O,O,O"
کسی یک دکتر مرد برای روماتیسم در سنندج یا اهواز می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O,O"
کسی می تونه یک دکتر خانم برای افسردگی در اردبیل معرفی کنه ؟,"O,O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
کسی متخصص اعصاب در کرج رو می شناسه ؟,"O,O,O,O,B-cit,O,O,O,O"
بهترین دکتر خانم برای مشکلات قلبی در زنجان یا همدان کیه ؟,"O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O"
کسی یک دکتر خانم برای گوش و حلق و بینی در اهواز می شناسه ؟,"O,O,O,B-gen,O,O,O,O,O,O,O,B-cit,O,O,O"
من دنبال یک دکتر مرد برای روانپزشکی در شیراز یا سنندج می گردم .,"O,O,O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O,O"
من دنبال یک دکتر مرد برای روانپزشکی در یزد یا اهواز می گردم .,"O,O,O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O,O"
لطفاً یک دکتر زن برای درمان کودکان در یزد یا اصفهان معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
بهترین دکتر زن برای روماتیسم در اصفهان یا سنندج کیه ؟,"O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O"
آیا می توانید یک دکتر برای سرطان معرفی کنید ؟,"O,O,O,O,O,O,O,O,O,O"
کسی متخصص مشکلات قلبی در اصفهان رو می شناسه ؟,"O,O,O,O,O,B-cit,O,O,O,O"
به یک دکتر خوب برای زنان نیاز دارم .,"O,O,O,O,O,B-gen,O,O,O"
به یک دکتر خوب برای گوش و حلق و بینی نیاز دارم .,"O,O,O,O,O,O,O,O,O,O,O,O,O"
به یک دکتر خوب برای اعصاب نیاز دارم .,"O,O,O,O,O,O,O,O,O"
بهترین دکتر زن برای آسم در اردبیل کیه ؟,"O,O,B-gen,O,O,O,B-cit,O,O"
کسی یک دکتر زن برای روماتیسم در کرج یا اهواز می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O,O"
آیا دکتری خانم در مشهد برای گوش و حلق و بینی می شناسید ؟,"O,O,B-gen,O,B-cit,O,O,O,O,O,O,O,O,O"
بهترین دکتر برای آسم در کرمانشاه کیه ؟,"O,O,O,O,O,B-cit,O,O"
به یک دکتر مرد در خرم آباد برای درمان افسردگی نیاز دارم .,"O,O,O,B-gen,O,B-cit,I-cit,O,O,O,O,O,O"
کسی یک دکتر مرد برای ارتوپد در اراک یا همدان می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O,O"
آیا دکتری مرد در زنجان برای افسردگی می شناسید ؟,"O,O,B-gen,O,B-cit,O,O,O,O,O"
کسی یک دکتر مرد برای آسم در اصفهان یا اراک می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O,O"
یک دکتر خانم خوب برای سرطان در کرج سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,O,O"
آیا دکتری مرد در شیراز برای افسردگی می شناسید ؟,"O,O,B-gen,O,B-cit,O,O,O,O,O"
یک متخصص برای کودکان در سنندج سراغ دارید ؟,"O,O,O,O,O,B-cit,O,O,O"
به نظر شما دکتر مرد برای مشکلات قلبی در زنجان بهتر است یا تبریز ؟,"O,O,O,O,B-gen,O,O,O,O,B-cit,O,O,O,B-cit,O"
لطفاً یک دکتر مرد برای درمان افسردگی در ارومیه معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,O,O"
دنبال دکتر خوبی برای سرطان می گردم .,"O,O,O,O,O,O,O,O"
بهترین دکتر زن برای چشم در اراک کیه ؟,"O,O,B-gen,O,O,O,B-cit,O,O"
کسی یک دکتر مرد برای گوش و حلق و بینی در اردبیل می شناسه ؟,"O,O,O,B-gen,O,O,O,O,O,O,O,B-cit,O,O,O"
آیا می توانید یک دکتر برای گوارش معرفی کنید ؟,"O,O,O,O,O,O,O,O,O,O"
لطفاً یک دکتر خانم برای درمان دیابت در اهواز یا مشهد معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
به نظر شما دکتر مرد برای مشکلات قلبی در اهواز بهتر است یا یزد ؟,"O,O,O,O,B-gen,O,O,O,O,B-cit,O,O,O,B-cit,O"
یک دکتر زن خوب برای افسردگی در شیراز سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,O,O"
لطفاً یک متخصص افسردگی معرفی کنید .,"O,O,O,O,O,O,O"
کسی متخصص روماتیسم در بوشهر رو می شناسه ؟,"O,O,O,O,B-cit,O,O,O,O"
کسی متخصص چشم در شیراز رو می شناسه ؟,"O,O,O,O,B-cit,O,O,O,O"
کسی دکتری برای کودکان در شیراز می شناسه ؟,"O,O,O,O,O,B-cit,O,O,O"
بهترین دکتر خانم در بوشهر برای روماتیسم چه کسی است ?,"O,O,B-gen,O,B-cit,O,O,O,O,O,O"
بهترین دکتر خانم برای اعصاب در کرج کیه ؟,"O,O,B-gen,O,O,O,B-cit,O,O"
کسی متخصص روماتیسم در کرمانشاه رو می شناسه ؟,"O,O,O,O,B-cit,O,O,O,O"
به یک دکتر خوب برای گوش و حلق و بینی نیاز دارم .,"O,O,O,O,O,O,O,O,O,O,O,O,O"
بهترین دکتر زن برای کودکان در زنجان یا ارومیه کیه ؟,"O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O"
بهترین دکتر مرد برای روانپزشکی در همدان کیه ؟,"O,O,B-gen,O,O,O,B-cit,O,O"
کسی یک دکتر زن برای اعصاب در کرج می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,O,O,O"
کسی یک دکتر زن برای روانپزشکی در خرم آباد می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,I-cit,O,O,O"
آیا دکتری مرد در کرمانشاه برای افسردگی می شناسید ؟,"O,O,B-gen,O,B-cit,O,O,O,O,O"
کسی می تونه یک دکتر خانم برای گوارش در قم معرفی کنه ؟,"O,O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
لطفاً یک دکتر خانم برای درمان افسردگی در قم معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,O,O"
من به یک دکتر برای درمان گوارش نیاز دارم .,"O,O,O,O,O,O,O,O,O,O"
به یک دکتر مرد در خرم آباد برای درمان گوارش نیاز دارم .,"O,O,O,B-gen,O,B-cit,I-cit,O,O,O,O,O,O"
یک متخصص برای کودکان در کرمانشاه سراغ دارید ؟,"O,O,O,O,O,B-cit,O,O,O"
بهترین دکتر مرد برای زنان در کرج یا رشت کیه ؟,"O,O,B-gen,O,B-gen,O,B-cit,O,B-cit,O,O"
من دنبال یک دکتر مرد برای روانپزشکی در کرمانشاه می گردم .,"O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
لطفاً یک دکتر زن برای درمان سرطان در تهران یا اهواز معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
آیا می توانید یک دکتر برای افسردگی معرفی کنید ؟,"O,O,O,O,O,O,O,O,O,O"
یک دکتر خانم خوب برای روانپزشکی در یزد سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,O,O"
یک دکتر خانم خوب برای افسردگی در تبریز سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,O,O"
یک دکتر مرد خوب برای پوست در شیراز یا ساری سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
به نظر شما دکتر خانم برای چشم در بوشهر بهتر است یا اصفهان ؟,"O,O,O,O,B-gen,O,O,O,B-cit,O,O,O,B-cit,O"
به نظر شما دکتر زن برای سرطان در کرمانشاه بهتر است یا شیراز ؟,"O,O,O,O,B-gen,O,O,O,B-cit,O,O,O,B-cit,O"
آیا می توانید یک دکتر برای ارتوپد معرفی کنید ؟,"O,O,O,O,O,O,O,O,O,O"
آیا دکتری خانم در ساری برای دیابت می شناسید ؟,"O,O,B-gen,O,B-cit,O,O,O,O,O"
به نظر شما دکتر مرد برای ارتوپد در اردبیل بهتر است یا مشهد ؟,"O,O,O,O,B-gen,O,O,O,B-cit,O,O,O,B-cit,O"
